,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.628105567128799,0.17906466301098226,0.7261706547437439,0.9228542114087644,0.5097389134208727,0.06354421820649979,0.9489021124483935,0.6524220465382923,0.16512927158542556,0.12487920103832392,0.4271001315959302,0.3230826685295853,0.058973628409542046,0.44165816984607165,0.25446872854705727,0.015351786889692395,0.061828451886003374,0.2989976384792071,0.22888373513475932,0.03997968090427813
1,0.4348388733901252,0.21806916376459198,0.5879089813200805,0.9475872011386696,0.42641361467371597,0.05548608643858602,0.6449478326772721,0.4277077967358937,0.2078640635208029,0.19139125904377713,0.6890967538881629,0.3278648242342721,0.05882475315154234,1.0,0.27778120934543055,0.024468747724617122,0.11445118411944788,0.6233797116048811,0.2254061567643516,0.03323562573738712
2,0.6066438342124935,0.4077154422371915,0.6806441547351424,0.9956473985015385,0.5617757544306609,0.2027105504744265,0.895948124221164,0.6068491707366399,0.37904623780957647,0.22800319026841045,0.7494306272380099,0.5196824869144994,0.0590922841794738,1.0,0.5230753559151514,0.0,0.057644998305329716,0.2513447468918168,0.542048286882713,0.05308742108650941
3,0.7549533865170506,0.373126237966391,0.7914334661125975,1.0,0.6321357174573435,0.20081650901720782,0.9639954882562966,0.7011552750907392,0.3140950405408385,0.17511283962019558,0.47788226523115224,0.3523000220323444,0.058830459652748204,0.4561467534908994,0.253422396312781,0.0,0.05714681365557172,0.15546202213951546,0.2346307112200834,0.02877425691284255
4,0.7142298637502518,0.5637642106543576,0.7171209502813243,1.0,0.6613489942291508,0.31283859737141395,0.9242920393396447,0.6935855669341567,0.48710186645294623,0.17996121560288802,0.8785368548049449,0.5254915367765856,0.06042895292353647,1.0,0.8063678189910597,0.0,0.05812145431986757,0.27356482629320633,0.6820906990016573,0.43748722792855693
5,0.4333505292390486,0.1771264187211906,0.5980002331267819,0.9485245760197631,0.4143192498953614,0.0408194294344612,0.7174510738854697,0.4250385540363613,0.1684723752400399,0.16130733191216218,0.7826691220048805,0.3912374803594953,0.05877716322734194,1.0,0.24192960899166582,0.049093186972192275,0.08027288809489531,0.6308189387288733,0.22969673867577006,0.03388093347588479
6,0.3991028725278988,0.18103275643770206,0.6302597529078936,0.9871785717862487,0.4369976391822456,0.03218625178837791,0.5365402584165092,0.3960511494393776,0.17130709045428716,0.16729022023585652,0.6011924797246835,0.3646352200168207,0.0587798049149559,1.0,0.2583375331828928,0.03299908763686432,0.1881573177710663,0.5610795272403223,0.22393366949195997,0.032195249150531347
7,0.4940248814657428,0.21918046470429967,0.6852093830760885,0.9738518963653069,0.4856603046095844,0.08184961079771015,0.7523688931390262,0.4666679229773651,0.1996221949848866,0.1678222573193158,0.34263443043020064,0.10813757125407006,0.05873152831363056,0.9919965887814042,0.14783120910377698,0.0,0.05717729298264332,0.14096899541523253,0.03751053171776536,0.025107040034301066
8,0.45346429238909847,0.29924601501184556,0.5910072679237945,1.0,0.45615006077899456,0.1116935778173308,0.706856042857824,0.4882125936148833,0.28496240966231207,0.1847011605662901,0.576277943267717,0.38201595831984786,0.05981227327197533,1.0,0.4139970388102982,0.00015423866550089843,0.19625728540839216,0.5723721577651761,0.3345379413840019,0.03749230115104626
9,0.7657131198065165,0.6150120838993719,0.7535897368460558,1.0,0.7100449310132582,0.34525165840748284,0.9566437951125158,0.732739060685102,0.5432520685110327,0.20871397339901002,0.7137634085913721,0.30724508694480684,0.05930001543823771,1.0,0.7598257845603863,0.0,0.0571038227497552,0.14174166037955363,0.4703272488572496,0.2990273364950359
10,0.540643827778399,0.41317814609208164,0.6185707136448942,1.0,0.5255483510602937,0.202709205765154,0.8300682499494023,0.6080865002415308,0.36189707316932945,0.13415597122514497,0.7660712868773105,0.5563462411420083,0.05894116652040773,1.0,0.4389430963653104,0.037524374543088004,0.22413132115799098,0.4927066457961409,0.5192108975153854,0.15084390996637337
11,0.48708765200174153,0.139023193660729,0.6711783364589274,0.915783714493313,0.4443526173824515,0.02817391401077663,0.798929778625427,0.4757978984734458,0.13052677306422075,0.11776078844341384,0.4526850939991559,0.18932024907308143,0.058752249502746,0.7330915375568791,0.17824498087464669,0.0,0.058339033240770416,0.2841825840881704,0.1032100374556247,0.027345748904174037
12,0.585023065535836,0.32897076450771995,0.6861059727694708,1.0,0.5202432966229826,0.16731079254677944,0.8886783796416131,0.6114309765401993,0.2598479582519276,0.12207210847810544,0.4436322416077182,0.3564494978115204,0.058762218277987256,0.6194892566695992,0.22543022356695472,0.0027364362716495103,0.09256674890465663,0.2562305152214466,0.25433784851321906,0.032286031499590674
13,0.7689351718178072,0.5430489900751762,0.7494921478116352,1.0,0.6764994886757143,0.2907441694034204,0.9588106062282011,0.7177841346515664,0.45485534391764787,0.17314481278960878,0.792380412236057,0.6360447431096694,0.05909850954027878,0.8101636927013711,0.5482209457489897,0.0,0.05719050423251096,0.14391805750313602,0.5885722009316865,0.18397918907771682
14,0.4840938161700726,0.24299633591258044,0.6236555135648346,0.9183344656942443,0.46136390543533007,0.08611009804308678,0.7433646014787143,0.47848332923991405,0.22855703428471896,0.1966751698911718,0.42738987605370027,0.20109903978659785,0.05874002890451966,1.0,0.2986948026214225,0.0,0.058602706405345456,0.18698517207506285,0.19578601973840018,0.03008592810156131
15,0.7026209748914576,0.42116511296568077,0.7545105895756102,1.0,0.6177888013829079,0.22814433027719047,0.9318008637575594,0.6539341482581863,0.35190995497094446,0.1795350549079945,0.7710910241259047,0.6431218676669397,0.05896376021966781,0.714002230637841,0.36645915185328165,0.0,0.057241263259967506,0.15100186781554634,0.5101970391092933,0.04826504793748469
16,0.6955396749860148,0.5718680782505114,0.7303636626235732,1.0,0.6727514945726216,0.31728783676569955,0.9070368323181375,0.7044882167108258,0.530499758255178,0.27595760423101484,0.7680388344610383,0.5199888092620393,0.06138800005190288,1.0,0.6708864858813102,0.0,0.12072626505896458,0.5660924495112369,0.603154076454822,0.26649248843281476
17,0.5183536875301845,0.35729036276032133,0.6401853858516112,0.9852507174227185,0.5189631006927361,0.16557895923121463,0.7451888625377765,0.529614790957887,0.32665798216996994,0.20897093557506047,0.8788172732553743,0.7140015010432668,0.05896135932697334,1.0,0.591442628937674,0.06817829678312956,0.1391825158555391,0.4914250281886759,0.6277146855680432,0.0634180086363115
18,0.6605333270011705,0.386850909164946,0.7406609856617214,1.0,0.5968543625174245,0.20312820644790053,0.9196192584216377,0.631754010476409,0.3382588044050585,0.20999070809552337,0.819775279918453,0.682521439017783,0.05889739920604055,0.8092022077440864,0.37364211172339334,0.0,0.057381435971467894,0.1941662280290292,0.5366395692080768,0.04458370639625581
19,0.7083734062462664,0.4475720770454099,0.7695429485476674,1.0,0.6382899664126157,0.22535047536605413,0.9154040566200398,0.6612449488971138,0.3821479216016413,0.20200252368255656,0.8094059868572657,0.6531316644650473,0.059035260422401,0.8822348756760185,0.3493752853547309,0.0,0.057286926298000244,0.17874725735258926,0.5017312907958899,0.0561358231720909
20,0.7081734019056789,0.5631353818601972,0.7262244850205359,1.0,0.6665677578073003,0.30709413270468366,0.9240210708245339,0.6928861955561426,0.4987612418524965,0.2099734665674977,0.8170391122576512,0.49363375885378075,0.060322763229084995,1.0,0.8405382556395887,0.0,0.057708302985089964,0.27539544547229666,0.6723867580994239,0.458831554048836
21,0.4806055190398315,0.28694712349906815,0.6419668440581685,0.9817070210029442,0.4900557043789768,0.12156418190755697,0.7078541175641309,0.48010461257160797,0.2590219423560543,0.18465662420735227,0.8862360064963899,0.6998218981845198,0.05881822256334356,1.0,0.46371795142444705,0.02509356065988723,0.11948283976500107,0.5015358972090495,0.5255902538703164,0.04057447911482218
22,0.7810684360866297,0.6309743269652426,0.7666679877707385,1.0,0.7234429680284364,0.35616023846990097,0.969410267724254,0.7463987322912132,0.5612846736248509,0.2213704584429046,0.7112687621197993,0.33759784063444587,0.060081813690323005,1.0,0.8128847085778517,0.0,0.05724718075404246,0.12502848750775622,0.5215303726861685,0.4441749608233427
23,0.7686087690654664,0.3993493754258698,0.8103448894275048,1.0,0.6555890777314343,0.20182820592177098,0.976890999847478,0.7261752747251053,0.3493736800392489,0.2175925231416031,0.5327386386117796,0.42701148989040955,0.059370216280284924,0.46651175707528403,0.32623602176658495,0.0,0.05734561450592027,0.12493328790783974,0.3504747120868131,0.05475186170261171
24,0.7758745654682861,0.6024805040126898,0.7621994140986501,1.0,0.7087646300944739,0.33299794052296927,0.9686354979085943,0.7369846564867616,0.5299251593863559,0.20990201045384752,0.7860275366904252,0.434564032096885,0.05905543906052998,1.0,0.6878742151369204,0.0,0.05711643606511412,0.09994866075045031,0.5650638053504236,0.2482415831696159
25,0.5428985581493,0.3169855650315394,0.6700809315097948,0.9495290644982477,0.5230727122660298,0.14746795748097635,0.8094724151410234,0.5266625612588304,0.2850827611591114,0.18964492180047215,0.6223139471087049,0.3243760726412151,0.05873139021587145,1.0,0.41867826692994814,0.0,0.05721536880358821,0.22536134247910222,0.3318027284625216,0.029246623127927487
26,0.5574519730605814,0.32031430118603593,0.6675193391438823,0.9478275014118129,0.5220675946592567,0.14815726244303082,0.8468230526501768,0.5492817491544587,0.292506833927483,0.19668331954899887,0.8701080233993984,0.6673494769913086,0.05875863899911989,1.0,0.4901922817581804,0.0,0.058064337712587163,0.37122833314284265,0.5521521525101177,0.04077081605457017
27,0.7791573231135822,0.4850472224021142,0.767038127121786,1.0,0.6562421239395811,0.2711987834740766,0.9434247272775687,0.7100000181249067,0.38625393446514306,0.1544176774786557,0.47713941588700265,0.3149201272535904,0.05875114514605891,0.6421364297200034,0.21308003133526,0.0,0.05715345533515891,0.0880131064592738,0.16927695573982626,0.02571823161072228
28,0.6293529971954319,0.46588508320120564,0.6934798786476452,1.0,0.6002158872749995,0.24703850920265288,0.8701248488804023,0.6225214334330254,0.4097873253195413,0.20127091085824528,0.9580758144343519,0.7443783993155906,0.05938416556770885,1.0,0.7374163767453068,0.0,0.0634648188672663,0.3660097950565995,0.8226538754826026,0.23456853765860014
29,0.4745192784950878,0.34159567843982785,0.5971236062643168,1.0,0.48088354880633855,0.1527377278650649,0.73445158387902,0.542725016679943,0.3098274965179359,0.15793131778508387,0.7560562368395511,0.5913458294281781,0.05897958960098784,1.0,0.4715808698711035,0.08587208912162983,0.2508468188044332,0.5067308597326639,0.5290571261354801,0.08034898115515536
30,0.5255830321920358,0.29139966533421324,0.6770415279620402,1.0,0.5115054025746926,0.13389693974275602,0.795251055492757,0.5075157929154513,0.2609185588995157,0.1921910532909004,0.8539104885063796,0.5907111908978052,0.05882613006437205,1.0,0.27992891961458516,0.0,0.05899129640589952,0.3985319089371356,0.32916750407157197,0.03438167990991297
31,0.472859048293574,0.19838182657311618,0.6468939135467269,0.9503987531809502,0.4557039185431039,0.06310499304433283,0.7494767590595495,0.4584954311723383,0.18614382601955703,0.1738182617300477,0.7823517601409765,0.4602762488369436,0.058763942856120605,1.0,0.23459440012762672,0.0,0.06951227397958626,0.5686116969427166,0.24872054684431058,0.032203664706779975
32,0.5050484861663553,0.24452557771444694,0.6677038413926744,0.9353413689357146,0.4921142212946961,0.08721117779465097,0.7492565983695959,0.4906629715220454,0.2289072714441901,0.2017374883701028,0.7087864385383811,0.4156288535458421,0.05874396590404888,1.0,0.29337035595061955,0.0,0.06223459515122761,0.3972713991274755,0.2879526972763175,0.03162924652481801
