,0,1,2,3,4,5,6,7,8,9
0,0.4741012048947814,0.3365147014201913,0.0001007000457811274,0.8953444224860279,0.174832396430242,0.0023166023490183,0.03534993893525288,0.4066565704390042,0.2519511607284212,0.008492323788969747
