,0
0,3.31284258033239
1,3.1472913484307696
2,4.360456740440821
3,4.241195365709061
4,2.1110860623831247
5,2.6030744130623944
6,3.546568286417081
7,4.359202483412005
8,2.6527622081167284
9,4.110970612909641
10,7.546096416672673
11,7.045168237252709
12,3.7524725305643676
13,7.697757870224809
14,7.915838013646605
15,3.6344674902711134
16,4.812279845399905
17,8.35835755911074
18,3.306571238221137
19,5.609543749148013
20,2.6294929221487138
21,2.4181172805094766
22,3.3024488327691266
23,3.2033929961754826
24,3.1511255036892543
25,3.409395206282557
26,2.1063830797320335
27,2.012155664647935
28,1.9196205450952046
29,1.9439939216111704
30,3.6639900559743612
31,3.6119211947153627
32,3.5788374075035776
33,2.9597275986384446
34,3.4851176268520945
35,3.4437377036839383
36,3.42693868361947
37,3.101161832649227
38,3.0522340493246585
39,3.3351698745088054
40,3.361901699858226
41,3.20549357409727
42,3.175904104482157
43,3.141827276163161
44,3.30644181766319
45,3.3083110479173463
46,3.3778017305673824
47,3.3388680486233007
48,3.322935217950418
49,3.277105455083296
50,3.3525711143101518
51,3.418314649217864
52,3.4567224388699245
53,3.809814011022775
54,3.558824930290246
55,3.2931130539122133
56,3.508541995042439
57,3.404590274719027
58,3.468820554500237
59,3.3673161931397075
60,3.4159657781586237
61,3.2231707327899404
62,3.5490169264068854
63,3.284120268981507
64,3.252574576262985
65,3.3833259905826516
66,3.299158176483907
67,3.541712520977635
68,3.250947645810946
69,2.8792761767342547
70,3.56159484575584
71,3.6212850129778786
72,3.649463908999552
73,3.635723473126646
74,3.4701418659575243
75,3.637501762993619
76,3.610572523762471
77,3.48688371356479
78,3.3863380295865557
79,3.4291416105180694
80,3.5106250808928756
81,3.674873917761511
82,3.7061337572477964
83,3.7225130002074938
84,3.2971305598671794
85,3.737812103750967
86,3.5363785338264666
87,2.848985155516477
88,3.907645808787091
89,4.143670378035537
90,2.979420432167826
91,3.406368251340311
92,3.3952957748516557
93,3.2153866912093
94,3.2548275998557674
95,3.2673267296977357
96,3.26388390996844
97,4.251784620800258
98,3.4907927432950316
99,3.4131732364072054
100,3.2408179926434233
101,3.1648476660686633
102,3.1573635976243732
103,2.8890926949162132
104,3.2214072283980926
105,3.2256145230457722
106,3.5067182584501335
107,3.5331970986378423
108,3.2286804103498277
109,3.1809664241903164
110,4.410446316990262
111,3.3856919493762643
112,3.4801716102930325
113,3.5562016594318298
114,3.4175227843103
115,3.441860089184944
116,3.41129084724969
117,3.47478196081571
118,3.4201536166093103
119,3.413633450243161
120,3.4377297375298053
121,4.082822887050993
122,3.492549972769318
123,3.4079722962230203
124,3.6007807476732605
125,3.181416580160368
126,3.4382595549826434
127,3.1321190747046757
128,3.4512648066336897
129,3.641180862174693
130,3.6376065425381565
131,3.399995224652235
132,3.370198405565139
133,3.376229931164188
134,3.3413938363858815
135,3.317105352660665
136,3.5651152875607384
137,3.37295814324788
138,3.442319977083285
139,3.1837965543833135
140,3.4412582625242667
141,3.4652731460594417
