,0
0,6.146259945807511
1,5.860361593985694
2,4.9069711384586245
3,5.648887390816094
4,6.824272751167367
5,6.33969911715703
6,5.97810270596897
7,5.7692739824938695
8,6.564105607176701
9,4.499920565941734
10,1.682177507659122
11,1.8344667721623606
12,5.34795329703755
13,1.530516054106986
14,1.3124359106851902
15,5.142841985251337
16,5.030892559599842
17,0.8699163652210551
18,5.715626037824899
19,4.233628655851733
20,5.383337681557647
21,5.623274018743355
22,4.748310317955262
23,4.817604488058885
24,4.960578621663039
25,4.363418532546711
26,5.990372507293198
27,6.270307408259635
28,6.414216545611067
29,6.28627430673288
30,4.566668583215934
31,4.548261657770604
32,4.716226927647778
33,5.451447896543392
34,4.923415364549006
35,4.919264246480548
36,4.936063266545016
37,5.478685505119218
38,5.355265469721575
39,5.141238171729125
40,4.974175748633211
41,5.1257117963814185
42,5.2097691342904415
43,5.234157035349135
44,5.083119390546804
45,5.063113219582075
46,5.046383965158171
47,5.0226066272074466
48,5.112005578138932
49,5.231672818455319
50,5.1985667326230285
51,5.024445816877238
52,4.940349950687226
53,4.7419452851324575
54,4.699667512910738
55,5.024358831544511
56,5.1437789254138
57,4.941614866612708
58,5.191198680893722
59,4.991682719693992
60,4.911175842259469
61,5.018459880686862
62,5.262665083009264
63,5.046342217021865
64,5.077887909740387
65,5.2999285362698725
66,4.996568645556268
67,5.179364977637288
68,5.074133404687258
69,5.478590542991087
70,5.136147440944022
71,4.718835045522978
72,4.907571059932005
73,4.870186020549134
74,4.9598545534470215
75,4.86214199210306
76,4.89352989284321
77,4.899176842251848
78,4.995795592137176
79,5.560439878935895
80,4.838574215599047
81,4.933379045132176
82,5.2997675181939865
83,4.836964780525067
84,5.529332180244385
85,5.268089171690816
86,4.866235107720373
87,5.968660000741433
88,5.67617979599993
89,5.290260466753864
90,5.6888060763804855
91,5.277892027588383
92,5.288964504077038
93,5.559249290820558
94,5.520157116335005
95,5.507657986493037
96,5.511100806222332
97,5.057634264753922
98,5.360130460711652
99,5.790389365221824
100,5.541670220544205
101,5.632648803141924
102,5.540585238395176
103,5.495165542501525
104,5.447241726324018
105,5.443034431676338
106,4.965800802736
107,4.9206188656774525
108,5.439968544372283
109,5.524765167512406
110,4.855841126634605
111,5.210975496987084
112,4.838472602584277
113,4.820037961545706
114,5.11222345248415
115,5.086510357718758
116,5.100564163134534
117,5.078733528332666
118,5.068006819916558
119,5.056368726642479
120,5.0009341212076315
121,5.588555590952135
122,4.940030013762094
123,4.99094971758565
124,4.522274043689437
125,5.206358538455801
126,5.01132796723201
127,5.597106248308322
128,5.002386986750476
129,4.508551843984414
130,4.531940541472249
131,5.1088002533865815
132,5.117929236576352
133,5.015845298066518
134,5.022730880918944
135,5.059412094340873
136,4.568263669764082
137,5.099211521681983
138,4.831555188749906
139,5.4574453687322215
140,5.0534065892545055
141,5.040039200395945
142,5.042281260641641
143,5.06289522412443
144,5.058110017098052
145,5.130424929945068
146,5.09537421803673
147,5.067268271268116
148,5.081899270560017
149,5.078888705016089
150,5.169916045613517
151,5.099265185913364
152,5.105843643211882
153,5.096770929917987
154,5.096729054756679
155,5.127741842361443
156,5.0945735916300965
157,5.033698239411846
158,5.079763853934361
159,5.0927826019475475
160,4.992739761827588
161,5.03020979229761
162,4.986939465936807
163,5.083732433212138
164,5.128236101631291
165,5.140136266613961
166,5.064132125915009
167,5.051489948435545
168,5.062889216295661
169,4.951055040537023
170,5.080680330714438
171,5.01080751910521
172,4.90929001568807
173,5.096584226301825
174,5.120578650653496
175,5.264497829484343
176,5.092757440610491
177,5.14805435203972
178,5.135963356310766
179,5.240839207966916
180,5.239172987069724
181,5.2322779471294005
182,5.230161525030558
183,5.072847617275109
184,5.162906717191921
185,5.185190147203937
186,5.216302661451168
187,5.253266807282198
188,5.225143513518768
189,5.086215872193719
190,5.256794297787254
191,5.323056401238956
192,5.339249582817111
193,5.350608421104914
194,5.359845884306379
195,5.2174320393592435
196,5.24749155177075
197,5.181704696087495
198,5.1501661517668875
199,5.083528003576472
200,5.1385220981978765
201,5.192627173596742
202,5.327063583787583
203,5.262449440696519
204,5.313093128152282
205,5.307265095942361
206,5.324383826244247
207,5.298470063884777
208,5.210579298452213
209,5.262130800311072
210,5.306891867042141
211,5.198562984739054
212,5.248754119346348
213,4.997051493355478
214,5.18209915221766
215,5.188652562923183
216,5.117902019912771
217,5.3974874884344075
218,5.131545991712448
219,5.096577341429159
220,5.294829856033871
221,5.1925612820631954
222,5.128332023994256
223,5.205816823164849
224,5.203554749007884
225,5.234691914186628
226,5.090078923092845
227,5.263818950206133
228,5.18896892927958
229,5.2235286776365175
230,5.225506192007103
231,5.233821975836468
232,5.213427316805538
233,5.177007925848203
234,5.199823177258615
235,5.219756095857697
236,5.21473630962549
237,5.173822010503523
238,5.198365792929611
239,5.135107229538086
240,5.13630536904871
241,5.136120919141915
242,5.151706766097712
243,5.153272456947237
244,5.130996154185567
245,5.178723136721242
246,5.1776831738954385
247,5.109245383547911
248,5.217928856298709
249,5.173775562455864
250,5.172008143573752
251,5.225315205395443
252,5.215029745444028
253,5.165531977318814
254,5.168032207971649
255,5.21824268702381
256,5.221395382565666
257,5.2170441390645585
258,5.219738015351874
259,5.181087069613113
260,5.171736188048673
261,5.449415313386723
262,5.12836816297132
263,5.131756439783823
264,5.132286296292262
265,5.029050657626559
266,4.9865941018459505
267,4.984577939510375
268,4.9506524793044075
269,4.979934451594053
270,5.048909019430148
