,0
0,7.610042405611425
1,7.322661145492127
2,7.148929160389168
3,7.245776795638543
4,7.284899762489827
5,7.181791955802039
6,7.198085146182507
7,7.762249073205465
8,7.48138776500438
9,6.891993534353924
10,6.981916081775271
11,6.860664147127397
12,7.207437403808406
13,6.887648479046987
14,6.843943690487734
15,6.989236872468631
16,7.2217095767808
17,7.289500990133442
18,7.233710608893157
19,7.204124533471301
20,7.34193438790321
21,7.210546005023904
22,7.434270808423616
23,6.919195876429053
24,6.821853100213685
25,6.80204495110874
26,6.6647988608259965
27,6.715806728712553
28,6.640703377470231
29,6.650576861288059
30,6.580802891149095
31,6.611846629448479
32,6.566722989490799
33,6.6012545911674
34,6.732405434191055
35,6.698611742522967
36,6.805681732226042
37,6.612775195271633
38,6.682293881148006
39,6.6461648510811004
40,6.607857832551871
41,6.399493793981839
42,6.35788346127748
43,6.545807690141388
44,6.541539663502576
45,6.444526717923942
46,6.552786402442714
47,6.536015350255205
48,6.551788878535303
49,6.566956950473034
50,6.568279962024373
51,6.567019643065626
52,6.576470345562839
53,6.585006156684179
54,6.564612818437064
55,6.611770401953967
56,6.58645416722199
57,6.533638624808616
58,6.529580136044272
59,6.5860928593914805
60,6.610245879988529
61,6.539946395478884
62,6.495015073610656
63,6.496679251281891
64,6.525460135617861
65,6.502814967246989
66,6.479045225106524
67,6.548682691901368
68,6.5632350889327045
69,6.322853099267393
70,6.564039130061426
71,6.620152061237306
72,6.66142298232577
73,6.638295433900908
74,6.42826571783508
75,6.602707742295932
76,6.6289167047326725
77,6.532196901021153
78,6.577647830922971
79,6.582079915070994
80,6.598495018697287
81,6.525810415919419
82,6.551932326410413
83,6.595322361921527
84,6.710312119749344
85,6.552141706457485
86,6.566950104955132
87,6.480133464475591
88,6.548904522433118
89,6.595172663480352
90,6.664586128071212
91,6.513908962040949
92,6.501436420372383
93,6.626041917019316
94,6.529553951181979
95,6.539515225033014
96,6.375020931591387
97,6.384234885706765
98,6.227404461368975
99,6.628516940151366
100,6.494100881387613
101,6.555679723807299
102,6.512022181230199
103,6.217322255144754
104,6.261813822755901
105,6.221411670393685
106,6.365374917555339
107,6.622524931192562
108,6.379677436671774
109,6.324670039188497
110,6.503785477579746
111,6.500817111910776
112,6.20915376398383
113,6.226999924125221
114,6.375720945899663
115,6.480075514210915
116,6.089477952640007
117,6.46334670693434
118,6.172040080163192
119,6.471095479183744
120,6.490733275892027
121,6.383732298984156
122,6.235413564997865
123,6.155040687653107
124,6.1574972953414715
125,6.233576032804087
126,6.195330782051676
127,6.430996923721241
128,6.173617460107116
129,6.217628447075037
130,6.200248484741448
131,6.343775720664953
132,6.213731853771977
133,6.1610793210290495
134,6.506076037811549
135,6.375291250394972
136,6.362889048850562
137,6.21157780833785
138,6.2102678592486535
139,6.207390602217595
140,6.221540161454807
141,6.207256477992234
142,6.20461239074095
143,6.231276027826581
144,6.392411588627519
145,6.229956102509312
146,6.160737177919051
147,6.22846305096554
148,5.797064927011112
149,6.201046129394579
150,6.072563048897362
151,6.227945875872141
152,6.214441971950477
153,6.2188626506851055
154,6.232811151648338
155,6.1848783518461765
156,6.229662108633373
157,6.265478356046856
158,6.207934088180733
159,6.162923082435925
160,6.15535257365705
161,6.203208001665301
162,6.194501904333016
163,6.176950320013887
164,6.192008292151376
165,6.1675491478799005
166,6.072668476790255
167,6.34740858314751
168,6.348171584748567
169,6.32858984878931
170,6.206146165004955
171,6.202416518752398
172,6.1563614272207134
173,6.157832012678628
174,6.206355510538841
175,6.208663294106234
176,6.197039861941349
177,6.2041712203535235
178,6.166783658890014
179,6.213216208578136
180,6.201893245960997
181,6.205225259624762
182,6.19897041163896
183,6.170696288955099
184,6.1424961434311305
185,6.229951211814736
186,6.150910952965639
187,6.198148916068636
188,6.32780915987139
189,6.380402069686842
190,6.354447335048217
191,6.324563908124301
192,6.359237027962088
193,6.378874582732015
194,6.353326326352605
195,6.387364793668558
196,6.394406574885101
197,6.38340576713857
198,6.364985420741318
199,5.901747546164797
200,6.195726073540161
201,6.207474058497774
202,6.203483794257272
203,6.204793818238759
204,6.205325220031665
205,6.208695082856664
206,6.206123550347929
207,6.197630363370428
208,6.2123644636341036
209,6.204524472911707
210,6.198047280520361
211,6.194604816136521
212,6.2024696104642505
213,6.2099354172515415
214,6.206018414944661
215,6.216160893014741
216,6.190934918995381
217,6.189158711924762
218,6.246360190336444
219,6.220806042999248
220,6.186391687350724
221,6.203446245048308
222,6.190275381625968
223,6.1954470596392675
224,6.223825149986683
225,6.211830959649191
226,6.2039910554207225
227,6.208119723650031
228,6.1059367383787375
229,6.204486100223931
230,6.218066226496388
231,6.2178535835449775
232,6.21251031797586
233,6.2156292513342635
234,6.21154249648114
235,6.203705641615104
236,6.190668022889323
237,6.214774935463601
238,6.193423735733015
239,6.194231276982383
240,6.194855202853309
241,6.209806004431088
242,6.215221282905237
243,6.2028755985043125
244,6.2174591152131855
245,6.20419575070065
246,6.213859645090743
247,6.198901814518994
248,6.197025858831786
249,6.219714516436751
250,6.216338971665553
251,6.211838525546358
252,6.216382981521549
253,6.216704490412065
254,6.180934599553517
255,6.224142115561053
256,6.2105159742346245
257,6.206649524350771
258,6.2129105060616965
259,6.166754259308998
260,6.21289601826518
261,6.194137946561015
262,6.2209562661586535
263,6.224070560765244
264,6.2144774998736905
265,6.186500020995706
266,6.203377324550426
267,6.208451879685703
268,6.232158608089839
269,6.206376707606206
270,6.184854131605334
