,0,1,2,3,4,5,6,7,8,9
0,0.513209148349558,0.1544372387656249,0.6609771413487628,0.771120629707913,0.3903945886779074,0.1233867221412757,0.8835027500996414,0.662506229970636,0.1714994224277015,0.09983337657337683
1,0.3232926805170624,0.1932862822712651,0.5240555713392169,0.7953115272597531,0.3085969090327215,0.115249062828963,0.5824091259772152,0.4374513433747484,0.2142783703018839,0.1660734538139972
2,0.4921194487733836,0.382176702112953,0.6158919076476174,0.8423183518864028,0.4414774280396007,0.2639265187539211,0.8310471365807964,0.6168642717752467,0.3856374194336156,0.2025356717181426
3,0.6378580950689817,0.3477253573814749,0.7256073919061883,0.8572568039250433,0.5105474680159061,0.2620137845686085,0.8984540751004452,0.7113133315895444,0.3206191110134708,0.1498616000192334
4,0.5978405035639276,0.5376035189189342,0.6520151512872076,0.9054521613435496,0.5392251720349148,0.3751414445195369,0.8591242938798087,0.7037321487662846,0.4938046970990079,0.154690150047843
5,0.3218301364096239,0.1525067195874835,0.534049013531265,0.7962283569663042,0.2967242726242547,0.1004376572342624,0.6542300053293234,0.4347780544597445,0.1748459803609892,0.1361125457221744
6,0.2881761535722287,0.1563974881132781,0.5659958574165486,0.8340351430349411,0.3189868945367944,0.0917192767845607,0.4750218260152841,0.405746708828482,0.1776836245589956,0.1420709688497677
7,0.3814527151375418,0.1943931539840268,0.6204128874420615,0.8210005587272935,0.3667574177410949,0.1418727748363372,0.6888191966821212,0.4764705279647157,0.2060279858138305,0.1426008303299271
8,0.3415952329111557,0.2741395931667668,0.5271238277519695,0.8563745606166377,0.3377881910188411,0.1720112787884071,0.6437346890856911,0.4980478574457616,0.2914563786974962,0.1594107124527276
9,0.6484313112896625,0.588647137445005,0.6881304635725243,0.8995244595050353,0.5870283566256517,0.407874397464164,0.8911715721734795,0.7429449939850471,0.550012916635914,0.1833253322149595
10,0.4272635346145076,0.3876176336879435,0.5544201143479045,0.9165933585006316,0.40591418878548,0.2639251607734054,0.7657872885663152,0.6181034769064292,0.3684705353327109,0.1090722122393568
11,0.3746357406715322,0.1145553596295669,0.6065178369618609,0.7642051023741722,0.3262070324740532,0.08766734032826545,0.7349418759350871,0.4856143432843961,0.1368611707007828,0.09274407255456588
12,0.470873470278784,0.3037458710077313,0.6213007869259345,0.8963463101126518,0.400706392955306,0.2281773925233738,0.8238458109618594,0.6214530229845322,0.2663159776538181,0.0970377627615895
13,0.651597509900088,0.5169708614060683,0.684072590483374,0.8757614730526092,0.5540979094848775,0.3528289615914358,0.8933179904180317,0.7279673982807835,0.4615248556820382,0.1479016208338202
14,0.3716938021749295,0.2181141041005232,0.5594556297657548,0.7666999467765597,0.342906449234906,0.146175309804229,0.6798996486148917,0.4883038448052835,0.2349927221819671,0.1713357577203848
15,0.5864328516562309,0.3955727675200781,0.6890423909227149,0.8706478046853732,0.4964635767776152,0.2896113103433812,0.8665624492451202,0.6640206238348055,0.3584730978941931,0.1542657320070669
16,0.5794743041709476,0.5456750875513771,0.6651295084346829,0.8987527586600565,0.5504186280953549,0.3796345944744414,0.8420314836683502,0.7146513255040331,0.5372474299913189,0.2502939907382993
17,0.405359787923648,0.3319525980089927,0.5758252860090112,0.8321495429553584,0.3994496671090162,0.2264284673489437,0.6817067407013464,0.5395128149909274,0.3331950333652562,0.1835812436226039
18,0.5450747817680532,0.361395327210378,0.6753270245095708,0.8496944652227153,0.4759129331001574,0.2643482966696679,0.8544954906848273,0.6418068639261725,0.3448078422082935,0.1845968460945314
19,0.5920855661680826,0.4218744833878381,0.7039290485222813,0.8822707440980987,0.5165888899138054,0.2867898822394889,0.8503199601155385,0.671342506671189,0.388742308056066,0.1766413269240998
20,0.5918890288486885,0.536977196399483,0.6610304498747622,0.9040192005715446,0.5443482589932319,0.3693402864179027,0.8588558755759138,0.7030317172346582,0.5054761196068588,0.1845796750704733
21,0.3682659737327386,0.2618897204028699,0.5775894774042707,0.8286835164869961,0.3710722357814148,0.1819792981266881,0.6447233704449178,0.4899275857859958,0.265489108272864,0.1593663582116392
22,0.663520447311791,0.6045457610225987,0.701081953347274,0.9104209160871952,0.6001807647912365,0.4188906367967739,0.9038178935505709,0.7566253718291478,0.5680641540297047,0.1959300624254365
23,0.6512767652512496,0.37384397929265,0.744335515957297,0.8678885174203126,0.5335708532200145,0.2630354661411832,0.9112282210108936,0.7363712582020885,0.3559342023436621,0.1921675758376999
24,0.6584166110369876,0.5761655037154139,0.6966566913948105,0.8920253331638248,0.5857715277155996,0.3954997448368118,0.9030504154554004,0.7471970255429687,0.5366722374153242,0.1845085111547948
25,0.4294791798437635,0.2918084400221335,0.6054310686272185,0.7972108292893184,0.4034839363644852,0.208138723982499,0.7453852907758869,0.5365561101058992,0.2915768545480852,0.164334257683948
26,0.4437803152405774,0.2951239090881711,0.6028943045350433,0.7955465606848574,0.4024972457766237,0.2088348318527899,0.7823844039957512,0.5592095856697235,0.299008598277002,0.1713438740526731
27,0.6616424629656584,0.4592002669311144,0.7014485051169205,0.89088952094562,0.5342119270034952,0.3330906777805409,0.8780769151581497,0.7201714820729903,0.3928525634780201,0.1292510644280723
28,0.5144349545531004,0.440114500799155,0.6286032211070143,0.882763156451872,0.4792128303627384,0.3086919602396162,0.8054668961416225,0.6325602915289452,0.4164102703269367,0.1759127058071794
29,0.3622852365230486,0.3163204667883998,0.5331808833882611,0.8675924953709614,0.3620682351421483,0.2134605029351073,0.6710705155854777,0.5526429140643878,0.3163471575292326,0.1327503367746666
30,0.5709798167432563,0.5009465647291856,0.6602663235194192,0.8805673194746665,0.5243118476174294,0.3439451347744653,0.8557646636119524,0.6897199111771372,0.4936729452623025,0.2548984919308363
31,0.5525217564751349,0.4700799941177963,0.6505028533984071,0.8837780319581501,0.5014055491268609,0.3306877972901302,0.8571554813568141,0.6711874893644144,0.4619736639021914,0.2382134532878108
32,0.3554409456515938,0.2504938186407101,0.5754582245046851,0.8580531500246085,0.3602943101042902,0.176507732311832,0.6381801308868489,0.4968087481714339,0.2477609496370702,0.1349658758827262
33,0.5150684587295459,0.3971686879154969,0.6246408232598066,0.8288821513236186,0.4548457170685664,0.2745431203045185,0.846592038944905,0.6427341788404485,0.3998196198294656,0.217895341908703
34,0.5333245557976146,0.2915722658595005,0.704428128116064,0.8550508116439265,0.4580877888860029,0.2203562298342589,0.8136946018415055,0.6015296780057834,0.2769035112046774,0.1408697537292877
35,0.4899845227966537,0.2116076486950527,0.686487671260912,0.8180057469876635,0.4196339937394686,0.1527000389156027,0.8122780265993305,0.5806848349720711,0.2194460529542062,0.1325029379127201
36,0.5192148208136622,0.3508909012893539,0.6411196875402934,0.8366057532535028,0.4531518012220139,0.2488896892709025,0.8296175899767314,0.6107027121819814,0.325686121815178,0.1282641352420547
37,0.3598585762918485,0.2634097844833972,0.5563532603311988,0.8638539257839193,0.355243102611428,0.1845795066256416,0.6592825165317013,0.4868454832360691,0.268847295224787,0.1635244111671848
38,0.4777358043939592,0.3117762909944466,0.6313503885896242,0.8576579348830226,0.4219638303581342,0.2274214715549136,0.8173895087525296,0.5757736608174259,0.2956243630726954,0.1323447034125012
39,0.8026779731575509,0.7342682664013122,0.6953619597501305,0.9445395471997856,0.6666023628723813,0.4801955496458059,0.9362223214784474,0.8544761117936654,0.6354796596798817,0.1153219501244776
40,0.5232432331133728,0.28442110377073,0.6515311958170492,0.8049587207669681,0.4360511377591696,0.2091776340758954,0.8617794773965944,0.6408638689569788,0.2818377368840684,0.1541281528375786
41,0.6464196443922604,0.488006813928413,0.6983203874260262,0.8752861102163905,0.5477427100163488,0.334435236466883,0.9176058671464232,0.7449986197562725,0.4556528175668585,0.1831523668736647
42,0.5292704783853966,0.4368508821135305,0.6400786051025918,0.8827881238232285,0.4779408334549498,0.3068613139794551,0.8542632017796771,0.6468438754361302,0.4289725658256424,0.2009689963947836
43,0.3308506243533713,0.1374485465260837,0.6035736410411964,0.7938336343337572,0.3287904383023155,0.1032902886769397,0.6212973711611308,0.4136242412471293,0.1499065264898102,0.08770318713382012
44,0.4901706372966238,0.4307870622334606,0.6105734625276784,0.8875332181329428,0.4606407748663685,0.2834109320168514,0.7912854400898904,0.6272650481044861,0.4371998112799041,0.2295258558826895
